111111111,sun,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1
111111111,mon,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,3,3,-1,-1,-1,-1
111111111,tue,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,3,3,-1,-1,-1,-1
111111111,wed,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,3,3,-1,-1,-1,-1
111111111,thu,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,3,3,-1,-1,-1,-1
111111111,fri,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
111111111,sat,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
222222222,sun,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,-1,-1
222222222,mon,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,3,1,2,3,1,2,-1,-1,-1,-1
222222222,tue,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,3,1,2,3,1,2,-1,-1,-1,-1
222222222,wed,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,3,1,2,3,1,2,-1,-1,-1,-1
222222222,thu,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,3,1,2,3,1,2,-1,-1,-1,-1
222222222,fri,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1
222222222,sat,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
