720080460,sun, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
720080460,mon, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, -1, -1, -1, -1
720080460,tue, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, -1, -1, -1, -1
720080460,wed, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, -1, -1, -1, -1
720080460,thu, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 3, 3, 3, 3, 1, 0, 0, 0, 1, -1, -1, -1, -1
720080460,fri, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1
720080460,sat, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
720193667,sun, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, 1, -1, -1, -1, -1
720193667,mon, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 1, 0, 0, 0, 1, 2, 2, -1, -1, -1, -1
720193667,tue, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, -1, -1, -1, -1
720193667,wed, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, -1, -1, -1, -1
720193667,thu, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 3, 3, 3, 3, 3, 3, 2, 2, 2, -1, -1, -1, -1
720193667,fri, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1
720193667,sat, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
714356095,sun, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, -1, -1, -1, -1
714356095,mon, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, -1, -1, -1, -1
714356095,tue, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, -1, -1, -1, -1
714356095,wed, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, -1, -1, -1, -1
714356095,thu, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, -1, -1, -1, -1
714356095,fri, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 3, 3, 3, 3, -1, -1, -1, -1, -1, -1, -1, -1
714356095,sat, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
714408297,sun, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 0, 0, -1, -1, -1, -1
714408297,mon, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 0, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1
714408297,tue, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1
714408297,wed, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 0, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1
714408297,thu, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 0, 2, 2, 2, 2, 1, 2, 2, -1, -1, -1, -1
714408297,fri, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 0, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1
714408297,sat, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
714581495,sun, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 3, 3, 3, 3, -1, -1, -1, -1
714581495,mon, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 3, 3, 3, 3, 2, 1, 0, 0, 0, 0, -1, -1, -1, -1
714581495,tue, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, -1, -1, -1, -1
714581495,wed, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 2, -1, -1, -1, -1
714581495,thu, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, -1, -1, -1, -1
