720350421,sun,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1
720350421,mon,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,0,0,-1,-1,-1,-1
720350421,tue,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,0,0,-1,-1,-1,-1
720350421,wed,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,0,0,-1,-1,-1,-1
720350421,thu,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2,0,0,-1,-1,-1,-1
720350421,fri,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
720350421,sat,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
713779783,sun,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1
713779783,mon,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1
713779783,tue,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1
713779783,wed,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1
713779783,thu,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,1,2,0,1,2,0,1,2,-1,-1,-1,-1
713779783,fri,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1
713779783,sat,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
